Name,logp1,logFC1
PPP6C,0.27,0.038767497
VPS51,0.11,0.038838704
RAET1G;ULBP2;RAET1L,0.34,0.038842519
ZNF503,0.10,0.038847605
HSD17B8,0.11,0.038894653
ORC2,0.18,0.038941701
PIN4,0.28,0.038986842
DOCK10,0.07,0.039035797
LRRK1,0.15,0.039049149
OCC1,0.05,0.039076487
TBC1D8,0.15,0.039091746
BNIP2,0.05,0.039100647
EIF4H,0.05,0.039140066
BIRC6,0.40,0.039191564
EXOC5,0.13,0.039205551
PRRC2B,0.08,0.039302826
EOGT,0.07,0.039370855
BOLA1,0.10,0.039402644
MLLT3,0.05,0.039517721
KPTN,0.07,0.039532979
LEMD2,0.10,0.039550781
CIRBP,0.28,0.039565404
GATAD1,0.05,0.039572398
HEATR6,0.55,0.039609909
IARS2,0.20,0.039699554
FBXW4,0.05,0.039716085
SLC35E4,0.05,0.039724986
PDE8A,0.12,0.039749781
NXF1,0.11,0.039759954
FAM122B,0.06,0.039766312
DIAPH3,0.28,0.039777756
FCGRT,0.05,0.039817174
MTA2,0.21,0.039883931
PTRF,0.17,0.039960225
MARS,0.14,0.039986928
POLR2D,0.08,0.040090561
HJURP,0.51,0.040131887
CDH2,0.11,0.040131887
POLR2B,0.23,0.040136973
FAM96B,0.18,0.040149053
GET4,0.23,0.040153503
CEP76,1.32,0.04032135
ISG20L2,0.16,0.040346781
ATXN2L,0.13,0.040358861
TAMM41,0.18,0.040431341
MYBBP1A,0.53,0.040444692
MINA,0.04,0.040469488
PPM1B,0.09,0.040482203
TSG101,0.06,0.04060173
YIPF6,0.10,0.040611267
C9orf156,0.21,0.040633519
OBSL1,0.14,0.040721893
NCR3LG1,0.22,0.040723801
SETX,0.21,0.040729523
TMEM17,0.23,0.040747325
NCKIPSD,0.08,0.040751139
SOX12;SOX4,0.16,0.040780385
GCLC,0.31,0.040859222
CHD1L,0.61,0.040861766
MYLK,0.18,0.040919622
PAK4,0.19,0.040920893
KIAA2013,0.11,0.040946325
GLIS3;GLIS1,0.19,0.040959676
GPR107,0.10,0.04100736
CNTNAP1,0.15,0.041028976
MED28,0.05,0.04113706
NUP214,0.15,0.041161855
CPVL,0.16,0.041176478
FIP1L1,0.08,0.041184107
TXLNG,0.35,0.041186015
GLIPR2,0.14,0.041191737
EHMT1,0.24,0.041208903
PISD,0.21,0.041213989
CCBL1,0.14,0.041264216
MPZL1,0.18,0.041288376
REEP3,0.26,0.041402181
UBE3A,1.39,0.041402181
ZPR1,0.10,0.041426341
ZNF668,0.15,0.041434606
LMBRD2,0.31,0.041436513
MYBL2,0.61,0.041507085
AGA,0.07,0.041508993
LMBRD1,0.27,0.04152298
CCT3,0.38,0.041524887
MGLL,0.52,0.041534424
APITD1,0.14,0.041589737
HES1,0.03,0.041638056
PRKRA,0.56,0.04167366
SEMA4C,0.08,0.041690826
MAP4,0.06,0.041742961
NAT9,0.08,0.041743596
CRAMP1L,0.35,0.041759491
JKAMP,0.19,0.041811625
EIF2AK3,0.12,0.041861216
DPH7,0.12,0.041877747
LANCL2,0.24,0.041887919
DEF6,0.08,0.041922251
LSM2,0.07,0.041950862
KCTD5,0.32,0.041980743
RPL11,0.03,0.042047501
AHCY,1.90,0.042112986
WDR59,0.34,0.042188644
CHDH,0.58,0.042228063
APMAP,0.34,0.042238871
EIF2S3;EIF2S3L,2.09,0.042286555
PDE6D,0.05,0.042297999
GCDH,0.42,0.042334239
PPP1R11,0.22,0.042345047
AKT1S1,0.07,0.042349497
GNAI2,0.18,0.04237175
POLR1E,0.75,0.042385737
FAM188A,0.26,0.042390823
EHBP1,0.16,0.042420705
TARBP2,0.19,0.042430878
RER1,0.40,0.042475382
PLEKHM2,0.57,0.042502721
ATP6V1H,0.28,0.042555491
HACD3,0.27,0.042643229
MEA1,0.10,0.04271253
TRAPPC10,0.10,0.04271253
TAF5L,0.05,0.042736053
NONO,0.53,0.042748769
ABCC10,0.06,0.0427742
BARD1,0.08,0.042792638
MICAL1,0.24,0.042821248
GLT8D1,0.21,0.042826335
PLIN3,0.07,0.042840958
TDP1,0.57,0.042888006
HDLBP,0.23,0.042996724
ABL2,0.18,0.043029785
TM2D3,0.09,0.043041865
MTRF1L,0.09,0.043054581
ZNF335,0.22,0.043105443
STX4,0.48,0.043108622
STXBP3,0.15,0.043120702
AP2B1,0.23,0.043128967
GPM6B,0.22,0.043144862
FUT11,0.10,0.04323705
SYF2,0.19,0.04323705
XPO6,0.13,0.043241501
ADCY9,0.19,0.043279012
SIX4,0.13,0.043284098
ORMDL1,0.09,0.043290456
TRPV4,0.13,0.043291728
SNX27,0.23,0.043326696
COMMD6,0.26,0.043336868
STYX,0.34,0.043437958
EIF4E,0.21,0.043449402
RPL10;RPL10L,0.11,0.043503443
DNAJC19,0.21,0.043586731
CLGN,0.24,0.043591817
RPRD1A,0.07,0.043621699
ITGAV,0.43,0.043650309
ARMC5,0.07,0.043709437
MAGT1,0.16,0.043713252
OIP5,0.12,0.043731054
ARHGAP10,0.10,0.043763479
HIST1H2BD,0.01,0.043763479
INPP4A,0.19,0.043778102
FKBPL,0.12,0.043860753
DGKB,0.08,0.043862661
ESYT1,0.19,0.043907166
HOMER2,0.06,0.04399236
FAM45A;FAM45B,0.08,0.044041951
ADI1,0.04,0.044141134
TRAPPC13,0.10,0.044205348
PGM3,0.44,0.044206619
PTK2,0.41,0.044232051
CAMKMT,0.05,0.04425621
EIF2B5,0.11,0.044265111
KCNMA1,0.61,0.044279734
CROT,0.48,0.044284185
DEPDC1B,0.17,0.044294357
PRPF38A,0.17,0.044336319
MAEA,0.26,0.044355392
RUNX2,0.07,0.044377009
TOX2,0.13,0.044416428
SPRYD4,0.49,0.044419607
C11orf73,0.13,0.044427236
MANBAL,0.20,0.044470469
ATF7IP,0.16,0.044488907
SMCHD1,0.58,0.044497808
TIAM1,0.16,0.044518789
LEF1;TCF7,0.23,0.044588089
ZBTB33,0.31,0.044637044
ULK3,0.04,0.04473114
TBL2,0.47,0.044756571
HDGF,0.04,0.044844945
ARL6IP4,0.07,0.044887543
CLOCK,0.14,0.044975917
IGF2R,0.18,0.045015971
HELZ,0.18,0.04503568
CYB5R1,0.38,0.045036316
AKAP4,0.21,0.04505221
ISCA1,0.15,0.045206706
SPTBN2,0.14,0.045212428
LRP12,0.10,0.045265198
SUPT7L,0.04,0.045280457
VPS37B,0.16,0.045286179
SAMHD1,0.36,0.045307795
KDM3A,0.20,0.045307795
UBE2T,0.15,0.045321147
FMNL3,0.29,0.045334498
VPS53,0.38,0.045434952
LIMK2,0.08,0.045435588
TRMT112,0.04,0.045454025
CXorf38,0.23,0.045481364
MED20,0.63,0.045544942
FBXO30,0.20,0.0455513
NCAPG,1.02,0.045557022
NEO1,0.15,0.045633316
PSMC2,0.13,0.045650482
HMGXB4,0.11,0.045710246
HOOK3,0.25,0.045789719
FBXL4,0.05,0.045791626
PCYT1A,0.08,0.045820872
GSTO1,0.23,0.045840581
PLD2,0.08,0.045857112
PLCG2,0.27,0.045861562
HYPK,0.20,0.045951207
CRLF3,0.10,0.046053569
DOCK10,0.07,0.046072642
ZNF518B,0.18,0.046079636
TEAD3,0.16,0.046145757
DYNLT1,0.43,0.046154022
MTHFD2,0.15,0.046220144
GOLGA2,0.19,0.046248754
C9orf89,0.53,0.046258926
PLIN2,0.53,0.046263377
ATP6V1F,0.34,0.046266556
JAG1,0.17,0.046423594
PTGES2,0.34,0.04643631
APOBEC3F,0.07,0.046438853
ABLIM1,0.29,0.046483994
STK33,0.17,0.046503703
CHD2,0.11,0.046511332
GSTM1,0.09,0.046537399
EXOC4,0.80,0.046609243
NUP210,0.23,0.046637853
ASAH1,0.26,0.046657562
RNF219,0.11,0.046686808
AIFM1,0.24,0.046709061
TMEM87B,0.07,0.046738942
ALKBH8,0.09,0.046752294
BROX,0.27,0.046801249
ARAP1,0.24,0.046810786
NUP43,0.10,0.046857198
RNF166,0.06,0.046857834
NDE1,0.30,0.04685847
HP1BP3,0.16,0.04685847
SIRT2,0.13,0.046904246
C9orf40,0.11,0.046912511
EXOSC6,0.08,0.046913147
CENPI,0.09,0.047082265
RPF1,0.18,0.047084173
WIZ,0.52,0.047122955
ZDHHC17,0.53,0.047136307
EBP,0.10,0.047138214
MED18,0.23,0.047156652
CHSY1,0.12,0.047241211
PPM1G,0.13,0.047259649
B4GALT4,0.17,0.047273
TRUB2,0.56,0.047274907
TPM3,0.19,0.047281265
RPAP2,0.07,0.047293345
ZBTB43,0.37,0.047326406
ZNF205,0.23,0.047360102
PYCRL,0.36,0.047547023
NDUFAF5,0.13,0.047620773
HELLS,0.21,0.047663371
XPOT,0.30,0.047667185
IGF2BP3,0.17,0.047689438
BCLAF1,0.05,0.047827403
TUSC2,1.22,0.047835668
ATP7A,0.17,0.047848384
MIDN,0.10,0.047941844
RRP1B,1.31,0.047969818
XPO1,0.79,0.047996521
METTL18,0.48,0.048057556
POC1B,0.12,0.048258464
FAM171A1,0.35,0.048260371
SETD1A,0.52,0.048274994
SCAMP2,0.08,0.04831632
GPS2,0.30,0.048321406
PACSIN3,0.28,0.048335393
SHC1,0.29,0.048431396
PPP2R5A,0.17,0.048444112
PPP1R13B,0.25,0.048447927
GEMIN4,0.10,0.048485438
SRSF9,0.38,0.048594793
MARCKSL1,0.17,0.048709234
UBQLN4,0.30,0.0487264
STARD7,1.23,0.048784892
CORO1B,0.23,0.048841476
CXorf57,0.42,0.048888524
NOP2,0.31,0.048890432
RANBP3,0.61,0.048920949
GALNT3,0.81,0.048976262
HEBP1,2.38,0.048987707
ZMYM6,0.21,0.049006144
HTATSF1,0.12,0.04907163
PPIL4,0.97,0.049081802
SMAD2,0.16,0.049086253
CLCN7,0.35,0.049107869
PHLDB2,2.19,0.049118042
DNAJC30,0.16,0.049189885
MMS19,0.23,0.049236298
VASP,1.71,0.049256643
RBM10,0.14,0.049261729
CTSB,1.23,0.049331029
NAA16,0.21,0.049379349
ACTL6A,0.25,0.049405416
NCAPD2,0.58,0.049407323
VARS,0.41,0.049446106
CEP164,0.23,0.049453735
CIC,0.10,0.049465179
GLCE,0.57,0.049484253
DDX3X;DDX3Y,0.37,0.049505234
PNKD,0.36,0.049526215
ZYG11A,0.05,0.049533208
CHN1,0.13,0.049561183
PTGR2,0.16,0.049566269
RUNX3,0.30,0.049572627
HNRNPDL,0.21,0.049709956
GOLGA1,0.12,0.049713135
CCT6A,0.59,0.0497907
OXCT1,0.39,0.049804688
NDUFA11,0.06,0.049818675
TADA3,0.34,0.049868902
NGRN,0.10,0.049931844
DTNA,0.06,0.049936295
KIF11,0.54,0.04993693
FAM221A,0.07,0.049971263
MTERF3,1.77,0.050006866
LIN7C,0.31,0.050096512
PPAT,0.88,0.050130844
SLC4A2,0.59,0.050134659
TIMM21,0.25,0.050140381
FRMD8,0.14,0.050219854
TICRR,0.12,0.050238291
WDR5,0.08,0.050238927
WDR74,0.18,0.050245921
PEG10,0.04,0.050267537
CAV1,0.09,0.050271988
TMED5,0.23,0.050284704
LBR,0.32,0.050315857
L3MBTL3,0.41,0.050326029
ELAC1,0.09,0.050378164
NQO2,0.15,0.050405502
PHLDB1,0.20,0.050411224
PRR14L,0.24,0.050455729
CASP7,0.15,0.050560633
GPD2,0.42,0.050572713
MGST3,0.11,0.050630569
RAB10,0.16,0.050678253
TM9SF3,0.37,0.050692876
EXTL3,0.43,0.050755819
HIST1H3A;HIST3H3;H3F3C,0.23,0.050764084
SUMO3,0.05,0.050778071
CYC1,0.40,0.05083402
PXMP2,0.06,0.050893148
BRE,0.19,0.050895691
CIZ1,0.50,0.050945918
NIPA1,0.09,0.050981522
CDK2AP1;CDK2AP2,0.27,0.050983429
TTK,0.34,0.050992966
VIM,0.21,0.05102094
ALX4,0.15,0.051130931
CDK9,0.07,0.051171621
PIK3C3,0.16,0.051184336
USP46,0.29,0.051223755
PLEKHA8,0.06,0.051233292
ACTR2,0.15,0.051233292
AVEN,0.20,0.051240921
SECISBP2L,0.17,0.051277161
ASB8,0.17,0.051319122
YIPF1,0.14,0.051343918
ELP3,0.10,0.051369349
SARM1,0.13,0.051388423
EVL,0.12,0.051396052
NT5C3B,0.09,0.051404317
PLEKHG3,0.11,0.051405589
CCDC6,0.30,0.051422755
CCDC93,0.33,0.051434835
SEC11C,0.41,0.051435471
ZNHIT2,0.08,0.05149587
DYRK1A,0.22,0.051553726
MTA1,0.54,0.051623662
DHODH,0.14,0.051794688
NSUN5,0.19,0.051847458
GATAD2B,0.29,0.051856359
IKBKG,0.32,0.051879247
GOSR1,0.08,0.051879883
UBA3,0.12,0.052018483
COG5,0.33,0.052025477
EIF3I,0.42,0.052026113
KNTC1,0.41,0.052066803
DIP2B,0.73,0.052081426
GALK2,0.12,0.052166621
BDP1,0.09,0.052200953
CCDC8,0.09,0.052281698
PAFAH1B3,0.43,0.052373886
STXBP2,0.36,0.05243365
SPA17,0.18,0.0524381
RICTOR,0.40,0.052501678
FAM188B,0.11,0.052508036
KATNB1,0.43,0.052511215
TACC1,1.90,0.052570343
ERP44,0.28,0.052588145
CDK5RAP3,0.69,0.052597046
CAPZB,0.77,0.052604675
KLHDC4,0.61,0.052607218
GOLIM4,0.31,0.052792231
ATG13,0.09,0.052839279
CORO7,1.31,0.05287679
TRAPPC11,0.14,0.052892685
NRBF2,0.08,0.052927653
GOSR2,0.66,0.052967707
TMEM88,0.53,0.052987417
SLC25A6,0.16,0.053003947
RAB8A,0.13,0.053020477
UTS2,0.09,0.05314064
DIP2C,0.02,0.053187052
SNTB1,0.20,0.053208669
ZBED6,0.23,0.053276062
DPP3,0.22,0.053401947
RBL2,0.10,0.053455989
SPCS2,0.27,0.053523382
RNASEL,0.95,0.053578695
YRDC,0.54,0.053724289
TCEB1,0.32,0.053732554
NUP160,0.15,0.053746541
LPGAT1,0.34,0.053752899
CACUL1,0.15,0.053827286
VPS8,0.34,0.053909302
PARD6B,0.09,0.053953807
PSMB4,0.30,0.054025014
FTSJ3,0.70,0.054045995
CHAF1B,0.44,0.054058711
BAG1,0.04,0.054084778
TRIO,0.30,0.054124832
AKAP17A,0.16,0.05415535
SEC23B,1.24,0.054173787
EXT2,0.29,0.054187139
DNAJB6,0.11,0.054284414
ARMCX3,0.74,0.054470698
MIA2,0.10,0.054618835
TWSG1,0.12,0.054697037
IRF2BPL,0.90,0.054700851
SUCO,0.20,0.054790497
CRTC2,1.01,0.054832458
PEX26,0.10,0.054832458
PROSER2,0.17,0.054833094
EDRF1,0.46,0.054834366
SZRD1,0.48,0.054851532
H2AFY2,0.32,0.054851532
CHCHD5,0.12,0.054853439
FIBP,1.29,0.054870605
RASA3,0.21,0.054891586
CAPN1,0.58,0.054892222
CLPB,0.27,0.054906209
SLC1A4,0.09,0.054908117
TMEM9,0.09,0.054915746
OTULIN,0.15,0.054920832
HNRNPA3,0.13,0.054930369
ZFHX4,0.63,0.054977417
C1orf131,0.57,0.054981867
GPATCH11,0.14,0.055053711
DNAJC10,0.94,0.055071513
TRIM8,0.32,0.055104574
PREX1,0.42,0.055124283
SEC63,0.15,0.055126826
MIER1,0.33,0.055148443
BCL7B,0.69,0.055191676
MYNN,0.58,0.055192947
PHKB,0.42,0.055210749
PASK,0.07,0.055218379
CDKN3,0.35,0.055245717
CWC25,0.49,0.055252075
SRSF2,0.22,0.055259705
CC2D1B,0.29,0.055280685
IL17RA,0.14,0.055329641
C3orf58,0.12,0.055341721
SNAP29,0.46,0.055404663
RAD54L,0.20,0.055546443
AP4B1,0.19,0.055558523
TRIM3,0.13,0.055654526
KIF22,0.16,0.055655797
PARS2,0.10,0.055758158
EIF2B4,0.15,0.055859248
CCDC50,0.21,0.055931727
FAM204A,0.31,0.05594635
EDF1,0.17,0.055976868
LONP2,0.30,0.056000392
IKBKE,0.16,0.05602328
CTSZ,0.12,0.056025187
HDAC4,0.19,0.056064606
UBAC1,0.30,0.056072871
DCAF6,0.12,0.056085587
TIMM44,0.62,0.056107203
LPCAT4,0.12,0.056126912
MFF,0.21,0.056199392
PDAP1,0.09,0.056210836
ROBO3,0.30,0.056217829
TAB3,0.06,0.056218465
SNX12,0.52,0.0562795
ARHGAP5,0.10,0.056362152
CYP27A1,0.09,0.056412379
CDIPT,0.09,0.056442897
NOTCH2,0.57,0.056551615
RRM2,0.44,0.056628545
RTN3,0.08,0.056647619
SMG8,0.39,0.056744893
CMPK2,0.09,0.056777318
NT5C3A,0.15,0.056856791
KIAA1279,0.10,0.056865056
SBSN,0.03,0.056898117
GNAQ,0.09,0.056948344
PSMB3,0.16,0.057048798
KDELC2,0.64,0.057072957
ATP5L,0.37,0.057104747
SCARF2,0.31,0.057174047
GNPAT,0.56,0.057179133
PCMT1,0.29,0.057221095
ARHGAP11A,0.20,0.057226181
ATG5,0.23,0.057236989
PTPN23,1.52,0.057272593
AKAP1,0.11,0.057285945
PHF21A,0.47,0.057304382
RCN2,0.11,0.05749321
METTL13,0.15,0.057508469
FAM105A,0.06,0.057583491
C18orf32,0.12,0.057584763
C2CD3,0.10,0.057602564
TRMT61B,0.90,0.057713826
GOLGB1,0.31,0.057866414
MED14,0.68,0.057909012
TANC2,0.50,0.057944616
EXOSC4,0.08,0.057991028
KLHL11,0.08,0.05806605
TUB,0.45,0.058108012
UPF3B,0.10,0.05814298
MGAT2,0.13,0.058212916
DCK,0.12,0.05822436
GTF2H2C;GTF2H2,0.50,0.058281581
DOCK9,0.33,0.058292389
BRAF,0.17,0.058303833
TOMM20,0.15,0.058329264
PCGF5,0.18,0.058345159
ZGPAT,0.11,0.058356603
ITPKA,0.22,0.058426539
GTF3C3,0.37,0.058523814
AGAP1,0.17,0.058558782
PGRMC2,0.13,0.058599472
SDC1,0.05,0.05865097
PTPN9,0.15,0.058657328
PHC2,1.38,0.058760325
ABHD12,0.18,0.058762232
C6orf106,0.17,0.058794022
ARF6,0.06,0.058818181
C19orf43,0.18,0.059057236
LNP,0.40,0.059132894
ELL,0.10,0.059160233
YOD1,0.17,0.059169134
RIN1,0.49,0.059170405
RBSN,0.30,0.05917422
CASC4,0.39,0.059309006
DTD2,0.14,0.059322357
CHUK,0.14,0.059369405
TMPO,0.12,0.059398651
PDDC1,0.15,0.059412638
SLCO4A1,0.10,0.059432348
KATNAL1,0.19,0.059485118
FANCA,0.15,0.059521993
ZNF121,0.33,0.059533437
LSM8,0.40,0.059587479
PLCG1,0.35,0.059593201
C10orf88,0.14,0.059598923
MYO1B,0.07,0.059617996
ALKBH6,0.06,0.059643428
PPHLN1,0.54,0.059736252
SUV39H2,0.11,0.059792837
FAM208A,0.16,0.059813182
RBMS2,0.23,0.059822718
EIF3C;EIF3CL,1.28,0.059841792
NAE1,0.80,0.059901555
MYEF2,0.35,0.060007731
BLOC1S4,0.25,0.060048421
ZADH2,0.79,0.060068766
NAGK,0.11,0.0601813
KLHL7,0.69,0.060208003
GJC1,0.42,0.060242971
LRCH1,0.30,0.060253779
USP9X,0.23,0.060293198
CD44,0.27,0.06030337
APLF,0.20,0.06030337
KCTD15,0.13,0.060322444
AARS,0.25,0.06036377
MMGT1,0.28,0.060377121
USP13,0.75,0.060410182
FAM178A,0.15,0.060499827
JADE3,0.22,0.060572306
TSPAN13,0.16,0.060612996
LSM14B,0.59,0.060653687
ZBTB1,0.45,0.060661316
PPIL1,1.01,0.060745239
SEC24B,0.68,0.060808182
AURKB,0.14,0.060820897
PKP4,0.12,0.060828527
SCAMP4,0.28,0.060894648
GBE1,1.21,0.060918172
PRPF39,0.09,0.060927073
MDH2,0.31,0.06093661
GPANK1,0.07,0.060942332
INTS4,0.17,0.060944875
CLSTN1,0.69,0.060987473
RAD21,0.35,0.061009089
ENPP4,0.15,0.061035792
BRK1,0.19,0.0610466
RNF121,0.23,0.061061223
SSX2IP,0.19,0.061126709
GNG12,0.08,0.061213811
ZNF526,0.17,0.061223348
TFPT,0.10,0.061237971
ATG4B,0.47,0.06127739
CCDC132,0.68,0.061294556
FARP1,0.78,0.061461131
SPATA5,0.61,0.061491013
GTF3C2,0.73,0.061635971
AEBP1,0.68,0.061646144
TDRD3,0.19,0.061758041
CCBL2,1.10,0.061796188
EDEM3,0.61,0.061825434
RTTN,0.07,0.061846415
CCDC101,0.44,0.06187439
LEPRE1,1.13,0.061929067
ZNF746,0.71,0.062046051
SPHK1,0.15,0.062141418
SNX4,0.13,0.062169393
PAG1,0.45,0.062266032
DNAJB1,0.19,0.062285105
KLF12,0.10,0.062324524
PDCD10,0.09,0.062421799
ELMO1,0.62,0.062439601
TMBIM6,0.43,0.062452316
EDEM1,0.09,0.06247139
APPBP2,0.40,0.062491099
ZC3H11A,1.34,0.062538147
C15orf41,0.10,0.062615712
GLE1,0.78,0.062660853
CXXC1,0.23,0.062751134
ZNF649,0.70,0.062863032
PAWR,0.53,0.062887828
RAB11FIP2,0.19,0.062891006
ZBTB8OS,0.26,0.062910716
C2orf43,0.49,0.062910716
REEP6,0.24,0.062959671
SON,0.55,0.063007991
DRAP1,0.42,0.063023249
PLEKHA2,0.42,0.063048045
GIT1,0.25,0.063052495
FAM213B,0.41,0.063107808
MAP7D1,0.05,0.063121796
ACTR3,0.43,0.063276927
CAPNS1,0.45,0.063316345
SMC4,0.37,0.063317617
NBAS,0.43,0.063329697
OCRL,0.25,0.063379924
CCNA2,0.22,0.063405991
AKAP10,0.34,0.063453674
RHBDD2,0.06,0.063503901
FIP1L1,0.09,0.063515981
THADA,1.00,0.063521067
PAAF1,0.11,0.063521703
CCNB2,1.58,0.063524246
SYNM,0.44,0.063561122
GTF2F2,0.91,0.063606898
NTPCR,0.56,0.063622793
QKI,0.57,0.063644409
ATXN7,0.47,0.063688914
E2F4,0.08,0.063755671
BUB1B,0.42,0.063798904
MARC1,0.21,0.063807805
TRADD,0.36,0.063936869
NTSR1,0.19,0.063954671
RAB5B,0.51,0.063962301
RFX1,1.20,0.064025243
PHKA2,0.19,0.064044952
RAB3GAP1,0.73,0.064102173
DENND3,0.42,0.064132055
ACTN1,0.73,0.064280192
NUDT10;NUDT11,0.11,0.064333598
FLII,0.40,0.064412435
PLCL2,0.78,0.064438502
CCZ1;CCZ1B,0.28,0.064439774
TBK1,0.27,0.064511617
HMG20B,0.43,0.064521154
PTDSS1,0.53,0.064544678
POLG2,0.15,0.0645504
SRCAP,0.26,0.0645504
CTBP2,0.27,0.064624151
PCK2,0.60,0.064706802
RBM42,0.16,0.064709345
FAH,0.96,0.064755758
PTK7,2.05,0.064756393
HDHD3,0.24,0.064779917
MOV10,0.69,0.064796448
ING2,0.14,0.064880371
KXD1,0.10,0.064888
TMEM179B,0.24,0.06495285
ANO10,0.50,0.064973831
NDUFAF6,0.25,0.064984639
OAT,0.51,0.065020243
ATP5SL,0.62,0.065038681
METTL9,0.10,0.065057755
PRKCA,0.43,0.065060933
BCAP31,0.11,0.065172195
KIRREL2,0.06,0.065183004
SLC33A1,0.13,0.065187454
ATP13A2,0.13,0.065213521
RPS6KA4,0.71,0.065254211
TYMP,0.26,0.065255483
R3HCC1,0.06,0.065379461
SLC25A32,0.37,0.065493266
TFPI,0.14,0.065512339
EXOC8,1.16,0.065560023
AMFR,0.19,0.065706889
ZNF407,0.41,0.065751394
PPP4C,0.16,0.065767288
NAV1,0.69,0.06579272
TEX10,0.36,0.065819422
NOC3L,0.25,0.065895081
C2CD5,0.61,0.065903982
RELA,0.55,0.065916697
PTPMT1,0.18,0.065931956
XRCC3,0.15,0.065949122
HEATR5A,0.82,0.065973282
SLC7A6,0.14,0.065985362
EMC2,0.26,0.066069921
SCAF1,0.21,0.066120148
TBC1D17,0.09,0.066149394
PPP6R2,0.15,0.066176097
RWDD4,0.12,0.066200892
ARNT,0.25,0.066232681
EEF1AKMT4,0.10,0.066278458
MTMR6,0.15,0.066350301
TBCCD1,0.10,0.0664107
DDOST,0.19,0.066429774
ZFAND6,0.28,0.066438039
CHST10,0.12,0.066483816
GOLGA7,0.59,0.066532771
ATG2A,0.12,0.066546122
B4GAT1,1.04,0.066562017
PI4K2B,0.12,0.066637039
MAVS,0.32,0.066668193
MED30,0.12,0.066670736
GLIPR1,0.41,0.066677729
ANKRD54,0.09,0.06672287
POLR1D,0.37,0.06676356
CCDC124,0.65,0.066805522
CHMP6,0.26,0.066844304
CEP97,0.25,0.066875458
GDPGP1,0.17,0.067019145
MCCC1,0.90,0.067058563
ASUN,0.49,0.067100525
FOXM1,0.10,0.067131042
TRH,0.28,0.067182541
DUS3L,0.34,0.067202886
WDR25,0.26,0.067261378
KIF4A;KIF4B,0.42,0.067263921
PEX16,0.25,0.06727918
CYP2U1,0.15,0.067295074
CBR3,0.09,0.06733195
VCPKMT,0.30,0.067344666
SLC3A2,0.30,0.067350388
AKT3,0.18,0.067361196
TM9SF2,0.09,0.067382813
SNX9,0.27,0.067472458
XRN1,0.40,0.067711512
LHX2,0.21,0.067755381
FAM92A1,0.14,0.067836126
SUMF2,0.27,0.067855835
RNPC3,0.17,0.067867279
SEC24C,0.29,0.067907969
FADD,0.12,0.067919413
CHMP4B,0.15,0.068077723
ICMT,0.37,0.068110148
VPS18,0.81,0.068143845
TIA1,0.45,0.06818517
CNNM1,0.07,0.068216324
PSMC3IP,0.11,0.068225861
EME1,0.13,0.068353017
SLC35E2B,0.10,0.068381627
GGNBP2,0.27,0.068416595
CPEB2,0.35,0.068460464
LACTB,0.26,0.068487803
SLAIN1,0.12,0.0685215
ERLEC1,0.22,0.068575541
RBM8A,0.06,0.068608602
RAPGEF2,0.11,0.068646113
SLC1A3,0.09,0.068683624
NUP133,0.43,0.068789164
RASAL2,0.53,0.068852743
WDR24,0.55,0.068857829
SNCB,0.14,0.068857829
TEX30,0.09,0.06893603
USP47,1.14,0.068964005
SPTAN1,0.21,0.068970998
MED25,0.53,0.068989436
ZNF70,0.12,0.069061279
BPNT1,0.96,0.069073359
PIK3CB,0.36,0.069101969
RAP1GDS1,0.20,0.069142024
FXR1,0.18,0.069192886
INIP,0.58,0.069208781
XPR1,1.01,0.069326401
ANKRD40,0.54,0.069383621
NSL1,0.31,0.069409688
MMTAG2,0.46,0.069432576
PDRG1,0.05,0.069520315
CCDC109B,0.54,0.069571813
KIRREL,0.89,0.069594065
ILF2,0.60,0.069595337
SELH,0.41,0.069601695
LARP7,0.28,0.069623311
SLK,0.19,0.069641113
SNX21,0.10,0.069688797
GNA12,1.09,0.069733302
DLGAP4,0.40,0.069795609
AKAP9,1.23,0.069816589
PSEN1,0.10,0.069826762
GOLM1,1.25,0.069828033
RPUSD1,0.09,0.069840113
MYO18A,0.83,0.069841385
GLB1,0.08,0.06986173
PA2G4,0.42,0.069906871
RPE;RPEL1,0.12,0.069968541
AKAP13,0.61,0.069981257
KLF16,0.72,0.070000331
ITGA3,0.55,0.070000966
MEX3C,0.10,0.070164998
HBS1L,0.43,0.070165634
CRIM1,0.80,0.070175171
TNIP2,0.16,0.070221583
CAPN2,1.09,0.070357641
HNRNPM,0.21,0.070445379
INTS5,0.23,0.070459366
TP53I11,0.08,0.070469538
RPL36,0.56,0.070477804
PXDN,0.37,0.070533117
NHSL1,0.27,0.07054774
MTRF1,0.16,0.070596695
DPYSL5,0.23,0.070624669
SIRT6,1.06,0.070657094
WWTR1,0.11,0.070659002
PREP,2.03,0.070661545
DOCK2,0.23,0.07069397
ARF4,0.08,0.070765813
PMF1,0.61,0.070789973
RCE1,0.39,0.070797602
DFFA,0.68,0.07081159
FN3KRP,0.17,0.070834478
PPA1,0.23,0.070867538
RPN2,0.14,0.070882797
GOLGA4,0.23,0.070917765
PALLD,0.94,0.070962906
SHMT1,0.18,0.071007411
GPBP1L1,0.36,0.071046829
SMYD4,0.25,0.071282705
AKAP8,0.27,0.071324031
SSFA2,0.63,0.071371078
ORC4,0.34,0.071411133
RXRB,0.23,0.071427663
GTF2I,2.75,0.071485519
